asset_id,session_num,session_title,session_date,statement_idx,speaker_affiliation_code,speaker_affiliation_name,speaker_name,speaker_function,speaker_group,paragraph_idx,sentence_idx,text
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",30,CHE,Switzerland,,Representative,,4,2,"Switzerland is determined to continue to offer the full support of Geneva, a place of inclusiveness, innovation, digital development and scientific foresight that will increase the effectiveness of the United nations as a whole."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",30,CHE,Switzerland,,Representative,,4,3,"I thank you,"
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",31,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the distinguished representative of Switzerland and I now give the floor to the distinguished representative of Argentina.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,0,0,"Good morning, colleagues, Distinguished Co Chairs, PGA Under Secretary Ryder in addition to the statement delivered by the Xi77 and China, the Argentine delegation expresses the following on its national capacity, the UN 80 initiative represents an opportunity to evaluate the overall functioning of the organization and seek convergences to promote more efficient and effective functioning of the United nations system while optimizing the fulfillment of the mandates."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,0,1,"Eight years after its creation, we must remember that the organization was established with the objective of preserving international peace and security, resolving disputes among its members and defending the freedom and rights of individuals."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,0,2,"Therefore, we must focus in the principles of the Charter and thus reassess the role of the institution recognized by society as a forum for the peaceful resolution between states."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,1,0,"We must also make accurate and realistic diagnosis and recognized that in recent years certain agendas had been oversized, generating inefficiencies and distancing the work of the UN from its original mandates."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,1,1,"Peace, security and development."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,1,2,"We recognize the role of the Member States, based on their sovereign powers, in providing political guidelines to the UN system among and supervising its work, and the role of the Secretary General as a Chief Administrative officer in promoting the necessary administrative reforms."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,1,3,"The UN 80 also represents an opportunity to have a more efficient UN system and the management of administrative and financial resources, reducing expenses and eliminating overlapping functions."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,1,4,"In this exercise, we must assume shared responsibility between Member States and the UN system for the proliferation of certain mandates, but also for the proliferation of parallel initiatives, meetings and agendas that, without an intergovernmental mandate, lead to an oversizing and duplication of certain agendas and debates."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,2,0,Co Chairs we must take into account existing debates and formal spaces.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,2,1,"For example, the recent process of revitalizing the working methods of the General Assembly."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,3,0,The UN 80 initiative is structural and comprehensive and we therefore await the result of the 2026 budget review and the World Stream 3 report.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,4,0,The review of mandates is a very important and sensitive issue and therefore must be addressed prudently and specifically without resorting the general approaches of principles.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,4,1,Under the one size fits all concept.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,4,2,"Regarding the work of this other group, we consider it necessary to to have a predictable roadmap for the coming months, avoiding overlaps with the key moment of the Committee's work, especially for small and medium sized delegation and generate, as you said, quality dial IO."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,5,0,"Additionally, and as a preliminary idea, we wish to preserve the General Rule that General assembly resolutions remain valid until they are fully implemented and not be undermined by sunset clause."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,5,1,"Finally, the Group the Working Group could follow the methodology of the Secretary General's report organized into three stages, mandate creation, mandate execution and mandate review."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,5,2,"The Group could focus its work on the first two stages and in this initial phase, considering the third stage requires a more comprehensive approach in time."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",32,ARG,Argentina,,Representative,,5,3,Thank you so much.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",33,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the distinguished representative of Argentina and now give the floor to the distinguished representative of Bangladesh.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,0,0,Thank you. Co Chair Let me begin by thanking both of you for convening this meeting.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,0,1,Bangladesh welcomes the Secretary General's UN Initiative Unit Initiative as a timely and necessary step forward revitalizing the UN Development system.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,0,2,"We believe this reform process should aim at enhancing the effectiveness, efficiency and responsiveness of the event system."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,0,3,"This is a moment to make the event more purpose driven, more inclusive and more accountable those who serve."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,1,0,"However, the reform process must retain a clear focus on those left farthest behind the events."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,1,1,Development system must continue to provide solutions for protracted humanitarian and political crises around the world.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,1,2,Reforms must now translate into measures that cut necessary resources to the UN offices that support countries in special situations.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,1,3,"Peacekeeping, peace building, climate resilience and sustainable development must remain our core priorities with the provision of adequate resources to fulfill mandates and to sustain effectiveness."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,1,4,"Co Chairs, the reform process must be guided by the principles of objectivity, universality and impartiality, ensuring that priorities are based on genuine needs and not influenced by discrimination and selectivity."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",34,BGD,Bangladesh,,Representative,,2,0,I thank you Co Chairs for convening this meeting.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",35,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the distinguished representative of Bangladesh and now give the floor to the distinguished representative of Paraguay.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,0,0,"Co Chairs, Madame pga, First allow me to congratulate you both, Caroline Schwarzer, Permanent Representative of New Zealand, and Brian Wallace, of course Permanent Representative of Jamaica, on your appointment as a Co Chair of this Hard Working Group, Paraguay welcomes your first meeting and extend its support to the process and to you co facilitators."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,0,1,We echo the sentiment expressed by the G77 in China and would like to add a few comments in our national capacity.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,0,2,"As we have mentioned on previous occasions, Paraguay supports any initiative aimed to improving the operational efficiency of the United nations system and emphasizes its firm's position on strengthening the development pillar as a part of this effort to create a more efficient organization."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,0,3,"We also stress the need for the establishment and work plan of the hard Working Group to be organized with sufficient flexibility, considering that the main part of the General assembly session consists with the intense workload in the Plenary and its six main committees which will allow for the effective participation of all delegation, including small ones."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,0,4,"With regards to the organization of the work, we suggest a sequence that move from the general to specific."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,1,0,"First clarify common objectives, then address technical or sectorial issues and finally agree on concrete recommendations."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,1,1,We also believe it's important to identify specific expect objectives from the outset.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,1,2,The roadmap that the PGA just mentioned will be crucial so that the debate does not remain purely conceptual.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,1,3,We consider the work carried out by the Secretariat to review the implementation of mandate to be important in this regards.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,1,4,"The results of this analysis could be of vital assistance to our review work, for which we will require an efficient schedule that does not conflict with the task of the committees that will begin shortly, especially for small delegations like ours and many others."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,2,0,"In this regard, we trust that the CO facilitator will be able to guide us toward the achievement of this objective with due diligence."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,2,1,"And finally, we reiterate CO facilitators our support for the use of technology during this review process."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,2,2,"Such artificial intelligence, given that it can accelerate the analysis of information, identify redundancies and propose synergies based on evidence, thus contributing to more informed and transparent decisions."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",36,PRY,Paraguay,,Representative,,2,3,Thank you both.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",37,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the distinguished representative of Paraguay.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",37,IAHWG,IAHWG,,Co-Chair,,1,0,I now give the floor to the distinguished representative of Zambia.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,0,"Thank you very much, Excellencies, Co Chairs Adornset."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,1,Allow me to congratulate the both of you Co Chairs on your appointment to lead this Working Group.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,2,"I'd like to assure you that of Zambia's support, Zambia aligns with the statement statements delivered by the group of 77, China, the small States Group and the Africa Group and would like to make the following remarks in our national capacity."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,3,Zambia recognizes the urgent need to streamline mandates to alleviate the unnecessary administrative burdens on the un.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,4,We should take note that the effectiveness of any reform must enhance the organization's responsiveness to their diverse priorities and pressing needs of Member States and the populations we serve.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,5,"I do want to underline here that we must preserve the comparative advantage of the United nations, which makes it a very unique institution given the constraints on collective time and resources, especially during this main part of the session."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,6,The program of work to be adopted should allow for substantive discussions and consultations with Member States to ensure that all the voices of Member States are heard while taking into consideration the business schedule of committees and delegations.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,7,"Further, we recognize that the mandate of this working this Ad hoc Working Group focuses on Work Stream 2 and as stated by others, it's important to review how this mandate relates to other work streams to ensure that there's no duplication with regard to the organization's work and sequence of discussion."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,8,"Zambia recommends that the Adult Working Committee clearly outlines how the process the review process will be conducted, including whether a preliminary report will be shared with Member States prior to its submission to the General Assembly."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,9,Informal consultations should be designed to allow for delegation sufficient time to provide input before any zero outcome document is presented.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,10,"Additionally, there must be clarity on how the Ad Hoc Working Committee will coordinate with other UN Committees as stated, especially since these bodies will continue to deliberate and issue mandates concurrently."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,11,It is essential to define how these new mandates will interact with the ongoing work of the Ad Hoc Committee.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,12,"On the last point, with regard to the Working Group you know most effectively addressed the matters relating to the Secretary General's Mandate Implementation Review Report."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,13,Zambia notes that the SG's report on mandate implementation focuses on the full cycle of mandates to identify systemic challenges affecting the US UN's effectiveness and agility.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,14,"In this context, it is important for the Ad Hoc Working Group to clearly define the scope of this review and specifically here we see clarity on whether the Committee will limit itself to the mandates of the General assembly or it include other mandates other resolutions such as ECOSOC and the Security Council."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,15,"In conclusion, I wish to assure you of Zambia's commitment to actively and constructively participate in the discussions of the informal and Ad hoc Working Group and the Mandate Implementation Review."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",38,ZMB,Zambia,,Representative,,0,16,Thank you.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",39,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the distinguished representative of Zambia.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",39,IAHWG,IAHWG,,Co-Chair,,0,1,"I now give the floor to the distinguished representative of China, Cortez."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,0,0,All protocols are observed.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,0,1,China aligns itself with the statement by Iraq on behalf of the G77 and China.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,0,2,This unity reform offered the UN an opportunity for self renewal by enhancing its governance capacity and better adapting to the evolving circumstances.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,0,3,We would like to offer five suggestions.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,0,4,"First, we must remain true to the founding mission at a Time when multilateralism and the UN are under severe strain, it is more important than ever to recall the spirit that brought nations together 80 years ago."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,1,0,"China believes that the reform must revitalize the UN authority and vitality, safeguard the purpose and principles of the UN Charter, enable the organization to keep pace with the times and ensure that it will continue to play a central role in international affairs and make greater contributions to the for the world peace and development."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,1,1,"Second, we must strive for real results with high efficiency."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,1,2,"China believes that the reform should focus on improving the quality and efficiency of the UN's work, as well as its agility, responsiveness and the resilience of this organization."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,1,3,"In this process, wasteful spending, redundant formalities and excessive bureaucracy, more must be avoided."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,1,4,"As Member States, we are all familiar with the burden of too many meetings and too many documents, and I believe there is a broader consensus on the need for change."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,2,0,The Working Group may start from this aspect to deliver visible improvements at early dates.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,2,1,"Third, we must stay action oriented."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,2,2,"This Working Group was established by the GA to improve the creation, delivery and review of the mandates by identifying principles and follow up actions."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,2,3,"As essential as they are, principles alone cannot be enough."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,2,4,"They must be matched with concrete, actionable measures."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,3,0,Only then can the reform be truly implemented with tangible results.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,3,1,"Therefore, we believe that when discussing relevant principles, the Working Group should also design supporting implementation measures."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,3,2,"This will ensure that the UN makes real steps and deliver real outcomes, thereby winning the future through real achievements."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,3,3,"Fourth, we must strengthen research and analysis."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,3,4,"The mandates of the Secretariat comes out of the nearly 4,000 resolutions and other resources."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,4,0,The sheer scale and complexity make it very difficult for Member States to see all the details.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,4,1,We believe that the Secretariat can do more.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,4,2,"It should build on the Secretary General's reports and recommendations, summarize past lessons and put forward practical proposals for the Working Group."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,4,3,"At the same time, the Co Chairs should heed the views of the broader UN membership to foster cooperation, build consensus and seek solidarity through consultation so that the work of this group can stand the test of history."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,4,4,"Fifth, we must make a balanced approach to the three pillars."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,5,0,"The GA resolution makes it very clear that the reform should ensure effective and efficient mandate delivery across all three pillars, namely peace and security, development and human rights of the United Nations."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,5,1,Let me conclude by reaffirming that China will continue to work together with all Member States and the Secretariat to improve the work of the UN and steer the global governance system toward a more justable and equitable direction.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",40,CHN,China,,Representative,,5,2,Thank you.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",41,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the distinguished representative of China.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",41,IAHWG,IAHWG,,Co-Chair,,0,1,I now give the floor to the distinguished representative of the United States.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,0,0,"Thank you, Ambassador Wallace. Ambassador Schwager, congratulations on your appointment as the co chairs of the informal ad hoc working group."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,0,1,We look forward to working you with both of you in this capacity.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,1,0,"In particular, over the coming months we will need to identify an ambitious set of principles and follow up actions to improve the creation, delivery and review of mandates."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,1,1,The United nations was established to resolve the most pressing international challenges.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,1,2,The mandates we provide this organization should reflect the seriousness of that purpose.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,1,3,"They should be clear, concise, targeted and have tangible results."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,1,4,"The ad hoc working group should result in better prioritization, greater impact and elimination of duplication across the work of the the United Nations."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,2,0,The Secretary General's report on the review of mandate implementation identifies numerous proposals for consideration by Member States.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,2,1,"Shorter mandates, prioritization within mandates, flexibility to align resources, inclusion of expiration clauses, reviews of mandates, streamlining agendas and programs of work across different organs, among others."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,2,2,These recommendations are concrete and practical and many of them are not new.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,2,3,"The General assembly just adopted the latest resolution on the revitalization of its work which quote, strongly encourages Member States to reduce the frequency, length and number of resolutions and to only reintroduce resolutions when operational adjustments are being made."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,2,4,"Language that was unfortunately watered down during negotiations and it includes language, sorry."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,3,0,And language on the establishment of sunset clauses did not make it into the final text.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,3,1,"We hope that in the spirit of UN80, this ad hoc working group will build on and strengthen such proposals."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,3,2,Our success depends on our collective willingness for reform.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,3,3,"In parallel, we encourage the Secretary General to move quickly to implement the recommendations in his report that he can take under his own authority."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,3,4,And we thank Under Secretary General Guy Ryder for his remarks and information in that regard.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",42,USA,United States,,Representative,,4,0,Thank you very much.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",43,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the distinguished representative of the United States and give the floor to the distinguished representative of Indonesia.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,0,0,"Thank you, Excellency."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,0,1,Let me join others to congratulate you and also the Permanent Representative of New Zealand on your assumption of duties as Co chairs of this informal adult working group.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,0,2,Indonesia also welcomes this first meeting of the Working Group as a chance to shape priorities and deliver progress to this task.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,0,3,Allow me to highlight three key priorities of our delegation.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,0,4,"First, Indonesia stress the need to draw lessons from the past similar processes."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,1,0,Let's ensure that our future work must be efficient and well targeted.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,1,1,"Second, we believe that open and inclusive approaches are fundamental to ensure broad participation from Member States, including in their national capacity or in the form of groupings."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,1,2,"Third, we need to ensure that the process will align with other relevant parallel processes to avoid Duplication in particular this include the GA revitalization, ICOSOC reform, as well as the discussion on the reform of the Security Council."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,1,3,"Excellency, we need outcomes that make a difference, not just more paper."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,1,4,"In this regard, we also would like to ask a question to the how do the coaches envision the final product of this exercise?"
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,2,0,The information is crucial to help delegations calibrate their efforts and to contribute to the discussion so that we can focus on delivering tangible results.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,2,1,"Excellencies, Distinguished Delegates, we share the Co Chair's view that the task is demanding, but it's not impossible."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,2,2,"So let's continue keeping the process open, inclusive and focused to turn limited time into meaningful progress."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,2,3,Indonesia stands ready to contribute to that spirit.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",44,IDN,Indonesia,,Representative,,2,4,Thank you.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",45,IAHWG,IAHWG,,Co-Chair,,0,0,I thank the distinguished representative of Indonesia.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",45,IAHWG,IAHWG,,Co-Chair,,0,1,I give the floor now to the distinguished representative of El Salvador.
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",46,SLV,El Salvador,,Permanent Representative,,0,0,"Gracias. Dear Co Chairs, Excellencies El Salvador and Ecuador warmly welcome the leadership of New Zealand and Jamaican Co Chair."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",46,SLV,El Salvador,,Permanent Representative,,0,1,"In this process, you can count on our full support and constructive engagement."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",46,SLV,El Salvador,,Permanent Representative,,0,2,"Our delegations Besides aligning to the G77 statement, we would like to highlight the following."
k1k/k1k41vpaer,Session 1,First meeting of the working group,"Sep 16, 2025",46,SLV,El Salvador,,Permanent Representative,,0,3,"First, BSG's recent report on the review and mandate implementation underscored China challenges that Member States know too well."
